playerTeam,home_or_away,result
ANA,AWAY,lose
ANA,HOME,win
ANA,HOME,win
ANA,HOME,win
ANA,HOME,lose
ANA,HOME,lose
ANA,AWAY,lose
ANA,HOME,lose
ANA,HOME,lose
ANA,HOME,win
ANA,AWAY,win
ANA,AWAY,win
ANA,AWAY,win
ANA,AWAY,lose
ANA,AWAY,win
ANA,HOME,lose
ANA,AWAY,win
ANA,HOME,lose
ANA,HOME,lose
ANA,HOME,lose
ANA,AWAY,lose
ANA,AWAY,lose
ANA,HOME,lose
ANA,HOME,draw
ANA,AWAY,lose
ANA,AWAY,lose
ANA,HOME,lose
ANA,AWAY,lose
ANA,AWAY,lose
ANA,AWAY,win
ANA,AWAY,win
ANA,HOME,lose
ANA,HOME,lose
ANA,HOME,win
ANA,HOME,lose
ANA,HOME,lose
ANA,HOME,lose
ANA,HOME,lose
ANA,HOME,lose
ANA,AWAY,win
ANA,AWAY,lose
ANA,AWAY,lose
ANA,AWAY,win
ANA,AWAY,lose
ANA,AWAY,lose
ANA,HOME,lose
ANA,HOME,win
ANA,AWAY,lose
ANA,AWAY,win
ANA,HOME,win
ANA,HOME,lose
ANA,AWAY,lose
ANA,AWAY,win
ANA,AWAY,lose
ANA,AWAY,win
ANA,HOME,lose
ANA,AWAY,draw
ANA,HOME,lose
ANA,AWAY,win
ANA,HOME,win
ANA,HOME,lose
ANA,HOME,win
ANA,HOME,lose
ANA,HOME,lose
ANA,AWAY,lose
ANA,AWAY,lose
ANA,AWAY,lose
ANA,AWAY,lose
ANA,HOME,lose
ANA,HOME,win
ANA,HOME,lose
ANA,AWAY,lose
ANA,AWAY,lose
ANA,AWAY,lose
ANA,AWAY,lose
ANA,AWAY,win
ANA,HOME,lose
ANA,HOME,draw
ANA,HOME,win
ANA,HOME,lose
ANA,AWAY,lose
ANA,AWAY,win
ARI,AWAY,draw
ARI,AWAY,lose
ARI,AWAY,lose
ARI,HOME,lose
ARI,AWAY,lose
ARI,HOME,lose
ARI,AWAY,win
ARI,AWAY,win
ARI,HOME,win
ARI,HOME,win
ARI,AWAY,lose
ARI,HOME,win
ARI,HOME,lose
ARI,HOME,win
ARI,HOME,win
ARI,HOME,win
ARI,AWAY,lose
ARI,HOME,lose
ARI,HOME,win
ARI,AWAY,lose
ARI,HOME,lose
ARI,AWAY,lose
ARI,HOME,draw
ARI,AWAY,lose
ARI,AWAY,lose
ARI,HOME,win
ARI,AWAY,win
ARI,HOME,win
ARI,AWAY,lose
ARI,HOME,win
ARI,AWAY,win
ARI,AWAY,win
ARI,AWAY,lose
ARI,HOME,win
ARI,AWAY,win
ARI,HOME,lose
ARI,HOME,lose
ARI,HOME,lose
ARI,HOME,win
ARI,HOME,lose
ARI,AWAY,win
ARI,AWAY,lose
ARI,AWAY,lose
ARI,HOME,win
ARI,HOME,win
ARI,AWAY,lose
ARI,AWAY,lose
ARI,AWAY,lose
ARI,HOME,lose
ARI,AWAY,lose
ARI,AWAY,lose
ARI,HOME,lose
ARI,HOME,lose
ARI,AWAY,lose
ARI,HOME,lose
ARI,HOME,lose
ARI,AWAY,lose
ARI,AWAY,lose
ARI,AWAY,lose
ARI,AWAY,win
ARI,AWAY,win
ARI,HOME,lose
ARI,HOME,lose
ARI,HOME,win
ARI,AWAY,lose
ARI,AWAY,lose
ARI,AWAY,win
ARI,HOME,win
ARI,AWAY,lose
ARI,HOME,win
ARI,HOME,lose
ARI,HOME,win
ARI,HOME,win
ARI,HOME,lose
ARI,HOME,lose
ARI,HOME,win
ARI,AWAY,win
ARI,AWAY,lose
ARI,AWAY,win
ARI,AWAY,win
ARI,AWAY,lose
ARI,HOME,win
BOS,HOME,win
BOS,HOME,win
BOS,AWAY,lose
BOS,HOME,win
BOS,AWAY,draw
BOS,AWAY,win
BOS,HOME,lose
BOS,AWAY,win
BOS,HOME,lose
BOS,AWAY,win
BOS,AWAY,lose
BOS,AWAY,win
BOS,AWAY,lose
BOS,HOME,lose
BOS,AWAY,win
BOS,HOME,win
BOS,HOME,win
BOS,HOME,win
BOS,AWAY,win
BOS,HOME,draw
BOS,AWAY,win
BOS,AWAY,lose
BOS,HOME,lose
BOS,AWAY,win
BOS,HOME,win
BOS,HOME,win
BOS,AWAY,draw
BOS,AWAY,lose
BOS,AWAY,lose
BOS,AWAY,win
BOS,AWAY,lose
BOS,HOME,win
BOS,AWAY,win
BOS,AWAY,lose
BOS,HOME,win
BOS,AWAY,win
BOS,HOME,win
BOS,HOME,lose
BOS,HOME,win
BOS,AWAY,lose
BOS,HOME,win
BOS,AWAY,lose
BOS,HOME,lose
BOS,HOME,win
BOS,AWAY,win
BOS,AWAY,win
BOS,AWAY,win
BOS,HOME,win
BOS,HOME,lose
BOS,HOME,lose
BOS,HOME,win
BOS,HOME,win
BOS,HOME,lose
BOS,HOME,lose
BOS,HOME,draw
BOS,AWAY,win
BOS,HOME,lose
BOS,AWAY,win
BOS,HOME,lose
BOS,HOME,lose
BOS,HOME,draw
BOS,AWAY,lose
BOS,AWAY,win
BOS,HOME,win
BOS,AWAY,lose
BOS,AWAY,win
BOS,AWAY,lose
BOS,AWAY,lose
BOS,AWAY,draw
BOS,HOME,lose
BOS,HOME,win
BOS,HOME,lose
BOS,AWAY,lose
BOS,AWAY,win
BOS,AWAY,win
BOS,HOME,lose
BOS,HOME,lose
BOS,HOME,win
BOS,HOME,win
BOS,HOME,lose
BOS,AWAY,win
BOS,HOME,win
BOS,HOME,win
BOS,HOME,lose
BOS,AWAY,lose
BOS,AWAY,win
BOS,AWAY,lose
BOS,AWAY,draw
BOS,AWAY,win
BOS,AWAY,win
BOS,HOME,win
BOS,HOME,lose
BOS,AWAY,win
BOS,AWAY,lose
BOS,HOME,lose
BUF,HOME,lose
BUF,HOME,win
BUF,AWAY,lose
BUF,HOME,lose
BUF,HOME,win
BUF,AWAY,lose
BUF,HOME,lose
BUF,AWAY,win
BUF,HOME,win
BUF,AWAY,win
BUF,HOME,lose
BUF,HOME,lose
BUF,AWAY,win
BUF,HOME,lose
BUF,AWAY,lose
BUF,HOME,win
BUF,HOME,win
BUF,HOME,lose
BUF,AWAY,win
BUF,AWAY,win
BUF,HOME,lose
BUF,HOME,lose
BUF,AWAY,win
BUF,AWAY,win
BUF,AWAY,lose
BUF,AWAY,win
BUF,HOME,win
BUF,HOME,draw
BUF,AWAY,lose
BUF,AWAY,lose
BUF,HOME,lose
BUF,AWAY,win
BUF,AWAY,lose
BUF,HOME,win
BUF,AWAY,win
BUF,HOME,lose
BUF,AWAY,lose
BUF,AWAY,lose
BUF,HOME,win
BUF,AWAY,lose
BUF,AWAY,lose
BUF,HOME,draw
BUF,AWAY,win
BUF,HOME,win
BUF,AWAY,lose
BUF,HOME,win
BUF,AWAY,lose
BUF,AWAY,lose
BUF,HOME,lose
BUF,AWAY,win
BUF,HOME,lose
BUF,AWAY,lose
BUF,AWAY,win
BUF,AWAY,lose
BUF,HOME,draw
BUF,AWAY,win
BUF,HOME,win
BUF,HOME,lose
BUF,AWAY,lose
BUF,HOME,win
BUF,AWAY,win
BUF,HOME,lose
BUF,AWAY,lose
BUF,HOME,win
BUF,HOME,lose
BUF,HOME,win
BUF,HOME,win
BUF,AWAY,lose
BUF,AWAY,lose
BUF,AWAY,lose
BUF,HOME,lose
BUF,HOME,win
BUF,HOME,win
BUF,AWAY,lose
BUF,AWAY,lose
BUF,AWAY,win
BUF,AWAY,win
BUF,AWAY,win
BUF,HOME,lose
BUF,HOME,win
BUF,HOME,lose
BUF,HOME,win
CAR,HOME,win
CAR,HOME,win
CAR,HOME,draw
CAR,HOME,win
CAR,AWAY,draw
CAR,AWAY,win
CAR,HOME,win
CAR,AWAY,lose
CAR,AWAY,lose
CAR,HOME,win
CAR,HOME,win
CAR,AWAY,lose
CAR,AWAY,win
CAR,AWAY,lose
CAR,HOME,lose
CAR,HOME,lose
CAR,AWAY,lose
CAR,HOME,win
CAR,HOME,win
CAR,AWAY,win
CAR,AWAY,lose
CAR,HOME,lose
CAR,HOME,lose
CAR,AWAY,lose
CAR,AWAY,win
CAR,HOME,win
CAR,HOME,win
CAR,HOME,win
CAR,HOME,win
CAR,AWAY,win
CAR,HOME,lose
CAR,AWAY,lose
CAR,HOME,win
CAR,AWAY,win
CAR,HOME,win
CAR,HOME,win
CAR,AWAY,lose
CAR,AWAY,lose
CAR,AWAY,win
CAR,AWAY,win
CAR,AWAY,win
CAR,HOME,lose
CAR,HOME,win
CAR,HOME,win
CAR,HOME,win
CAR,HOME,win
CAR,HOME,lose
CAR,HOME,lose
CAR,AWAY,draw
CAR,HOME,win
CAR,AWAY,win
CAR,AWAY,win
CAR,AWAY,win
CAR,HOME,lose
CAR,HOME,lose
CAR,HOME,win
CAR,HOME,win
CAR,AWAY,lose
CAR,AWAY,win
CAR,AWAY,lose
CAR,HOME,win
CAR,AWAY,lose
CAR,HOME,lose
CAR,AWAY,lose
CAR,HOME,win
CAR,AWAY,win
CAR,AWAY,draw
CAR,AWAY,win
CAR,AWAY,win
CAR,HOME,lose
CAR,AWAY,win
CAR,HOME,draw
CAR,HOME,win
CAR,HOME,win
CAR,AWAY,draw
CAR,AWAY,draw
CAR,HOME,win
CAR,HOME,lose
CAR,AWAY,lose
CAR,AWAY,win
CAR,HOME,win
CAR,HOME,win
CAR,AWAY,win
CAR,AWAY,win
CAR,HOME,lose
CAR,AWAY,win
CAR,HOME,win
CAR,AWAY,win
CAR,HOME,win
CAR,AWAY,win
CAR,AWAY,win
CAR,AWAY,win
CAR,AWAY,lose
CBJ,AWAY,win
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,HOME,win
CBJ,HOME,win
CBJ,HOME,lose
CBJ,HOME,lose
CBJ,HOME,win
CBJ,HOME,win
CBJ,AWAY,win
CBJ,AWAY,lose
CBJ,HOME,lose
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,AWAY,lose
CBJ,HOME,lose
CBJ,HOME,win
CBJ,AWAY,lose
CBJ,HOME,lose
CBJ,HOME,win
CBJ,AWAY,win
CBJ,AWAY,lose
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,AWAY,win
CBJ,HOME,lose
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,HOME,lose
CBJ,AWAY,draw
CBJ,AWAY,lose
CBJ,HOME,lose
CBJ,HOME,win
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,AWAY,lose
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,AWAY,draw
CBJ,HOME,win
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,HOME,lose
CBJ,HOME,draw
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,AWAY,win
CBJ,AWAY,lose
CBJ,AWAY,lose
CBJ,AWAY,win
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,AWAY,win
CBJ,AWAY,lose
CBJ,AWAY,win
CBJ,HOME,lose
CBJ,HOME,win
CBJ,AWAY,lose
CBJ,HOME,lose
CBJ,AWAY,win
CBJ,HOME,win
CBJ,AWAY,lose
CBJ,HOME,win
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,HOME,draw
CBJ,HOME,win
CBJ,HOME,lose
CBJ,AWAY,lose
CBJ,AWAY,lose
CBJ,AWAY,lose
CBJ,AWAY,lose
CBJ,AWAY,lose
CBJ,HOME,draw
CBJ,HOME,win
CBJ,HOME,lose
CBJ,HOME,win
CBJ,AWAY,lose
CBJ,AWAY,lose
CBJ,AWAY,lose
CBJ,AWAY,lose
CBJ,HOME,win
CGY,HOME,lose
CGY,HOME,win
CGY,AWAY,win
CGY,AWAY,lose
CGY,HOME,win
CGY,AWAY,draw
CGY,AWAY,draw
CGY,AWAY,win
CGY,AWAY,lose
CGY,AWAY,lose
CGY,AWAY,win
CGY,AWAY,lose
CGY,HOME,win
CGY,HOME,lose
CGY,HOME,draw
CGY,HOME,lose
CGY,AWAY,win
CGY,AWAY,lose
CGY,AWAY,lose
CGY,AWAY,win
CGY,AWAY,lose
CGY,HOME,win
CGY,HOME,win
CGY,HOME,lose
CGY,HOME,lose
CGY,HOME,win
CGY,HOME,lose
CGY,AWAY,lose
CGY,AWAY,lose
CGY,AWAY,draw
CGY,HOME,win
CGY,HOME,win
CGY,AWAY,win
CGY,AWAY,lose
CGY,HOME,lose
CGY,HOME,win
CGY,AWAY,win
CGY,AWAY,win
CGY,AWAY,lose
CGY,AWAY,lose
CGY,HOME,win
CGY,AWAY,win
CGY,AWAY,win
CGY,HOME,win
CGY,HOME,lose
CGY,HOME,lose
CGY,HOME,lose
CGY,HOME,lose
CGY,HOME,win
CGY,AWAY,win
CGY,AWAY,win
CGY,AWAY,win
CGY,AWAY,lose
CGY,HOME,lose
CGY,HOME,lose
CGY,HOME,win
CGY,HOME,win
CGY,AWAY,win
CGY,HOME,win
CGY,HOME,win
CGY,HOME,lose
CGY,AWAY,win
CGY,AWAY,lose
CGY,AWAY,lose
CGY,HOME,lose
CGY,HOME,win
CGY,HOME,win
CGY,HOME,lose
CGY,AWAY,lose
CGY,HOME,lose
CGY,AWAY,lose
CGY,AWAY,lose
CGY,HOME,win
CGY,HOME,lose
CGY,AWAY,lose
CGY,HOME,lose
CGY,AWAY,win
CGY,AWAY,lose
CGY,AWAY,win
CGY,HOME,win
CGY,AWAY,lose
CGY,HOME,win
CHI,AWAY,win
CHI,HOME,lose
CHI,AWAY,lose
CHI,AWAY,lose
CHI,AWAY,lose
CHI,HOME,lose
CHI,AWAY,win
CHI,HOME,draw
CHI,AWAY,lose
CHI,AWAY,lose
CHI,HOME,lose
CHI,HOME,win
CHI,HOME,lose
CHI,AWAY,lose
CHI,AWAY,win
CHI,AWAY,lose
CHI,AWAY,lose
CHI,AWAY,lose
CHI,HOME,win
CHI,AWAY,lose
CHI,HOME,lose
CHI,HOME,lose
CHI,AWAY,win
CHI,HOME,lose
CHI,AWAY,lose
CHI,HOME,lose
CHI,HOME,lose
CHI,HOME,lose
CHI,AWAY,lose
CHI,HOME,win
CHI,HOME,lose
CHI,AWAY,lose
CHI,AWAY,lose
CHI,HOME,lose
CHI,HOME,win
CHI,HOME,lose
CHI,HOME,lose
CHI,HOME,lose
CHI,HOME,win
CHI,HOME,lose
CHI,AWAY,lose
CHI,HOME,lose
CHI,AWAY,lose
CHI,AWAY,lose
CHI,AWAY,lose
CHI,AWAY,win
CHI,HOME,draw
CHI,AWAY,lose
CHI,HOME,win
CHI,HOME,win
CHI,HOME,win
CHI,HOME,win
CHI,HOME,lose
CHI,HOME,lose
